Question,Answer,Source,Date Retrieved
Why is the COVID 19 pandemic a bipartisan issue?,-,Quora,7-May-20
Are COVID-19 hoax hypotheses a form of denial-based coping?,-,Quora,7-May-20
What could happen if the cure for COVID 19 is not found?,-,Quora,7-May-20
"What are ""things to do at home"" during the ""COVID-19 shut-down period"" which will be useful later?",-,Quora,7-May-20
The official mortality rate only takes into account confirmed cases of covid-19. What approximately is the actual mortality rate for covid-19?,-,Quora,7-May-20
What do you like and dislike about the COVID-19 coverage?,-,Quora,7-May-20
What business has been affected by COVID 19 the most? Can they recover?,-,Quora,7-May-20
Will your god spare you from covid 19?,-,Quora,7-May-20
Are you happy with how your province is handling COVID-19?,-,Quora,7-May-20
Is China gaining from the COVID-19 pandemic economically?,-,Quora,7-May-20
Will Trump be forever remembered as the Covid-45 President?,-,Quora,7-May-20
Is it a violation of our freedom for the American economy to be closed due to Covid-19?,-,Quora,7-May-20
How bad is the COVID-19 situation going to be in India?,-,Quora,7-May-20
What does “COVID” translate to in Hebrew?,-,Quora,7-May-20
How can I ease my anxiety during pandemics?,-,Quora,7-May-20
Why is the US losing to Covid-19 despite being a top big rich country?,-,Quora,7-May-20
How did India's pollution reduce below PM 2.5 due to COVID-19?,-,Quora,7-May-20
Will we have a food shortage due to the Covid-19 pandemic?,-,Quora,7-May-20
Have you been eating your way through COVID-19 self-isolation and/or quarantine?,-,Quora,7-May-20
"Who is more responsible for COVID-19, WHO or China?",-,Quora,7-May-20
"If COVID-19 wasn't engineered, how did it develop?",-,Quora,7-May-20
Are children immuned to the new COVID-19?,-,Quora,7-May-20
What are some epic tweets about COVID-19 Lockdown in India?,-,Quora,7-May-20
What is the likelihood that COVID-19 will kill the entire population?,-,Quora,7-May-20
"Do you personally know anybody who has been hospitalized due to the Corona virus, Covid-19?",-,Quora,7-May-20
"I'm tired of social distancing. What if I infected myself with COVID-19, went into isolation, and came out when I was immune and not contagious?",-,Quora,7-May-20
What if the US fails to contain COVID 19?,-,Quora,7-May-20
Why are some doctors using antibiotics to treat CoVID-19 when it's a virus?,-,Quora,7-May-20
How do you exercise at home during COVID-19?,-,Quora,7-May-20
What is Mukesh Ambani doing for the COVID-19 crisis in India?,-,Quora,7-May-20
How has COVID-19 altered US-China relations?,-,Quora,7-May-20
How will covid-19 affect MS applications?,-,Quora,7-May-20
Is the USA the most affected country due to COVID-19?,-,Quora,7-May-20
Why is the Covid 19 death rate so high in New York?,-,Quora,7-May-20
How does COVID-19 compare to other viruses?,-,Quora,7-May-20
Is this (Covid-19) the beginning of the end for America as we know it?,-,Quora,7-May-20
How should retailers prepare for post-COVID-19?,-,Quora,7-May-20
What impact does covid-19 have on addiction?,-,Quora,7-May-20
Is it possible to spread the Covid-19 coronavirus after recovering from it?,-,Quora,7-May-20
What's the difference between COVID-19 and SARS-CoV-2?,-,Quora,7-May-20
Why do Malay language news broadcasts in Malaysia pronounce Covid-19 as “Covid nineteen” and not “covid sembilanbelas”?,-,Quora,7-May-20
What will be the breaking point that will declare COVID-19 a pandemic?,-,Quora,7-May-20
Why is everyone panicked over COVID-19? Aren't we taking things a little too far?,-,Quora,7-May-20
What role is WHO playing in the current Covid 19 pandemic?,-,Quora,7-May-20
Did covid-19 exist years before scientists discovered it?,-,Quora,7-May-20
Why is the Philippines failing to fight COVID-19?,-,Quora,7-May-20
Is the media hiding what is really going on in US hospitals amidst COVID-19?,-,Quora,7-May-20
How is the Indian economy affected by the coronavirus Covid-19?,-,Quora,7-May-20
How are NGOs working for covid-19 relief?,-,Quora,7-May-20
How much should I tip for takeout during Covid-19?,-,Quora,7-May-20
Why are Republican states more reluctant to issue stay-at-home orders to mitigate COVID-19 (as compared to Democrats)?,-,Quora,7-May-20
Will COVID 19 be another disease like AIDS?,-,Quora,7-May-20
Why do some people still ignore that they can get COVID-19 virus?,-,Quora,7-May-20
Can household pets become infected with COVID-19 and then transmit it to other pets and human beings?,-,Quora,7-May-20
What are the most disturbing tweets on the covid-19 situation?,-,Quora,7-May-20
How was the coronavirus (COVID-19) created?,-,Quora,7-May-20
Can food or clothes be contaminated with Covid-19?,-,Quora,7-May-20
"If the H1N1 vaccine was developed so quickly, why does the covid-19 vaccine take so much time?",-,Quora,7-May-20
Could COVID-19 be the planet’s way to save itself?,-,Quora,7-May-20
Will the UPSC postpone the civil services pre-exam amidst the corona pandemic?,-,Quora,7-May-20
Is covid-19 under control in India?,-,Quora,7-May-20
At what stage is coronavirus COVID-19 the most contagious?,-,Quora,7-May-20
Should the rest of the world have followed Sweden in their handling of the COVID-19 pandemic?,-,Quora,7-May-20
"Besides Covid-19 testing, how do you distinguish between the flu and Covid-19?",-,Quora,7-May-20
Is our destruction of nature responsible for Covid-19?,-,Quora,7-May-20
Is obesity a top risk factor in COVID-19 hospitalizations?,-,Quora,7-May-20
What are some useful tips for working at home due to the coronavirus (COVID-19)?,-,Quora,7-May-20
How can you survive the covid-19 quarantine with a narcissist when they are unbearable?,-,Quora,7-May-20
Was Covid 19 meant to happen?,-,Quora,7-May-20
Is Kerala really advanced in medical facilities compared to other Indian states especially considering the current COVID-19 crisis?,-,Quora,7-May-20
Can you make money online during Covid-19 country lockdown?,-,Quora,7-May-20
What is the biggest lie spread about the COVID-19 coronavirus started in China?,-,Quora,7-May-20
"What has COVID-19 been for you, specifically?",-,Quora,7-May-20
What if in the next several decades we still don't have a vaccine against COVID-19? After decades of research there is still no vaccine for HIV or Hep-C. How will life be changed if in the next generations there is still no vaccine for COVID-19?,-,Quora,7-May-20
Do asymptomatic Covid 19 subjects develop antibodies despite not having to fight with the virus?,-,Quora,7-May-20
Could the Euro collapse because Covid-19 has devastated Italy?,-,Quora,7-May-20
What materials are you using to make homemade face masks for COVID-19?,-,Quora,7-May-20
Do you believe the people that were having very different coughs and flu symptoms in December already had COVID-19?,-,Quora,7-May-20
How many Americans will lose their jobs during to Covid-19?,-,Quora,7-May-20
Why are people still going outside with their kids when it's not safe (COVID-19)?,-,Quora,7-May-20
How prepared is Europe for COVID-19?,-,Quora,7-May-20
Why does a person's response to COVID-19 often correlate to their position on the political spectrum?,-,Quora,7-May-20
Which are the medicines currently being used to treat the covid 19 corona virus?,-,Quora,7-May-20
Are KN-95 masks effective for COVID-19?,-,Quora,7-May-20
Why is covid-19 so fearful?,-,Quora,7-May-20
Why did Trump temporarily suspend immigration into the US amid Covid-19?,-,Quora,7-May-20
What's the most ridiculous thing you've seen in the Covid 19 outbreak?,-,Quora,7-May-20
How do you feel about the anti-lockdown protests happening across the US from the coronavirus/COVID-19?,-,Quora,7-May-20
What investment strategies will be promising after the covid-19 outbreak ends?,-,Quora,7-May-20
Can a handsanitizer protect your hands more than one hour from coronavirus (COVID-19) infection by one wash?,-,Quora,7-May-20
Are homeopathic or Ayurvedic medicines capable for the treatment of Covid-19?,-,Quora,7-May-20
Why is Trump still politicizing COVID-19?,-,Quora,7-May-20
Why are we still not testing everyone for COVID-19?,-,Quora,7-May-20
How effective is the measure of Social Distancing in the fight against COVID 19?,-,Quora,7-May-20
What are your unpopular thoughts about this Coronavirus pandemic?,-,Quora,7-May-20
Does azithromycin cure COVID-19?,-,Quora,7-May-20
Should China be held responsible for the financial and economic liability other countries have suffered due to the CoVID-19 pandemic?,-,Quora,7-May-20
Is the UK fighting the Covid-19 in the right way?,-,Quora,7-May-20
Do you think there will be more racism during COVID-19?,-,Quora,7-May-20
Was the Delhi Covid-19 mosque outbreak a planned strategy by outsider nations?,-,Quora,7-May-20
Is it possible that you already had the Covid-19 virus and didn't know it?,-,Quora,7-May-20
It is important to distinguish COVID-19 from flu or influenza? How can we do that as a patient?,-,Quora,7-May-20
Does alcohol kill covid 19?,-,Quora,7-May-20
"When China went into total lockdown for COVID-19, how did they get food to people, and how can we accomplish this in the US?",-,Quora,7-May-20
Why is everything about Covid-19 political?,-,Quora,7-May-20
How can I make quick cash during the coronavirus Covid 19 pandemic?,-,Quora,7-May-20
Do you think the statistics on coronavirus (Covid-19) cases are underestimated?,-,Quora,7-May-20
"If you were a COVID-19 patient and Trump paid you a visit, what would you tell him?",-,Quora,7-May-20
Is the covid virus a sign of an upcoming apocalypse?,-,Quora,7-May-20
"If Covid-19 was actually in Konoha, what would happend?",-,Quora,7-May-20
What kind of challenges is India facing while dealing with the COVID-19 pandemic?,-,Quora,7-May-20
How painful is the test for covid 19?,-,Quora,7-May-20
Who do you miss the most during COVID 19?,-,Quora,7-May-20
Will COVID-19 last until everyone dies and humans go extinct? Why is it impossible to stop COVID-19?,-,Quora,7-May-20
What is the number of victims worldwide due to Covid-19?,-,Quora,7-May-20
What changes would Covid-19 bring to China?,-,Quora,7-May-20
How do you wash vegetables and fruits these days of the COVID-19 epidemic?,-,Quora,7-May-20
What will happen if covid 19 cases not stop in India up to 14 April?,-,Quora,7-May-20
How can washing your hands with basic soap and water kill the COVID-19 virus?,-,Quora,7-May-20
Why is Kerala having maximum Covid 19 infections?,-,Quora,7-May-20
How is it that some people can be asymptomatic to covid 19?,-,Quora,7-May-20
Why are people visiting the beaches during the covid-19 crisis?,-,Quora,7-May-20
"Besides China, why is Italy the hardest-hit country by the COVID-19 pandemic?",-,Quora,7-May-20
Why should people change their daily lives concerning COVID-19?,-,Quora,7-May-20
What will happen to the real estate industry post-Covid 19 in India? How will people and investors influence the buying trend of properties after Post Covid 19?,-,Quora,7-May-20
How is 3D printing helping with the COVID-19 pandemic?,-,Quora,7-May-20
Why Sharukh Khan does not donated to covid 19 victims?,-,Quora,7-May-20
Is the USA's coronavirus/COVID-19 strategy working?,-,Quora,7-May-20
Why are COVID-19 patients contagious for so long before they show the symptoms?,-,Quora,7-May-20
Do you know that billions of people will lose their faith in God Almighty after the experience they’ve had with the COVID 19 virus?,-,Quora,7-May-20
"Could the COVID-19 crisis actually result in the United States entering a depression as bad as in 1929, not merely an economic recession?",-,Quora,7-May-20
Where is the covid-19 test conducted in India?,-,Quora,7-May-20
A fever is a symptom of Covid-19. Can a fever be the ONLY symptom of Covid-19?,-,Quora,7-May-20
How do I help older people during the COVID-19 outbreak?,-,Quora,7-May-20
Why is COVID-19 called a pandemic and not an epidemic?,-,Quora,7-May-20
"How soon will a treatment be ready for the COVID-19 coronavirus, and how effective could it be?",-,Quora,7-May-20
Has boot camp changed with the onset of COVID-19?,-,Quora,7-May-20
Can quinine be taken to fight this COVID-19 virus?,-,Quora,7-May-20
"If regular flu vaccines can be produced each year, why does the Covid-19 vaccine need 12-18 months?",-,Quora,7-May-20
How have so few people died of covid 19 in India so far?,-,Quora,7-May-20
Why is China downplaying the possibility of USA involvement in the creation and deployment of the COVID-19 virus?,-,Quora,7-May-20
What is SARS-CoV-2? What is COVID-19?,-,Quora,7-May-20
What is God's role in the current Covid-19 pandemic?,-,Quora,7-May-20
"Why did Kellyanne Conway say “it’s the COVID 19, not #1,” doesn’t she know what COVID19 stands for?",-,Quora,7-May-20
What is the holdup with the COVID-19 tests for the US?,-,Quora,7-May-20
Do you think COVID-19 cases will surge drastically in the US because Trump reopened the economy?,-,Quora,7-May-20
Will all covid 19 asymptomatic people eventually get sick?,-,Quora,7-May-20
How are most Canadians managing during the COVID-19 crisis?,-,Quora,7-May-20
How are you buying groceries from home during the COVID-19 outbreak?,-,Quora,7-May-20
Why has Trump stated that injecting disinfectant will kill Covid-19 in a minute?,-,Quora,7-May-20
What will you do different in your life now than what you did before since Covid-19?,-,Quora,7-May-20
What are countries around the world doing about COVID-19?,-,Quora,7-May-20
Is COVID-19 God's way of natural selection worldwide?,-,Quora,7-May-20
Are you cooking more during the COVID-19 lockdown?,-,Quora,7-May-20
How should we pray during COVID 19?,-,Quora,7-May-20
When is everyone going to take Covid-19 seriously?,-,Quora,7-May-20
Can a covid-19 patient be treated without a ventilator?,-,Quora,7-May-20
Are IT companies paying full salary this month due to COVID 19?,-,Quora,7-May-20
Is there a model that explains why Italy is the second most affected country by COVID-19?,-,Quora,7-May-20
What would be the impact of the corona virus (COVID-19) on the IT industry globally?,-,Quora,7-May-20
Is there any realistic scenario in which Trump could suspend the general election because of COVID-19?,-,Quora,7-May-20
Can hydrogen peroxide kill the covid 19 virus?,-,Quora,7-May-20
"How do you think is the ""New Normal"" going to look like in after COVID days to come?",-,Quora,7-May-20
Should illegal immigrants be tested for free for COVID 19?,-,Quora,7-May-20
Why is there no patient infected by the coronavirus in Indonesia?,-,Quora,7-May-20
How is the CDC handling (or mishandling) COVID-19?,-,Quora,7-May-20
How did Taiwan become the best country at handling COVID-19?,-,Quora,7-May-20
Is covid-19 disease genetic?,-,Quora,7-May-20
"Why are there protests in the USA to end the Covid-19 lockdown, and is it happening in other countries?",-,Quora,7-May-20
Is the conspiracy theory of China spreading COVID-19 legitimate?,-,Quora,7-May-20
Are children as likely to get COVID-19 as adults?,-,Quora,7-May-20
How did Idris Elba catch COVID-19?,-,Quora,7-May-20
Why should you not call COVID 19 as a Chinese virus?,-,Quora,7-May-20
Is the COVID-19 pandemic causing you to have OCD?,-,Quora,7-May-20
Is chlorine water safe from coronavirus (COVID-19) infection?,-,Quora,7-May-20
"If SARS and MERS were more contagious than COVID-19, why is COVID-19 spreading like wildly than them? Is COVID-19 airborne?",-,Quora,7-May-20
Is it true that those who had BCG vaccination would have immunity against COVID-19?,-,Quora,7-May-20
Could COVID-19 be the answer to the Fermi paradox?,-,Quora,7-May-20
"If COVID-19 is not very dangerous, why are people so scared?",-,Quora,7-May-20
How will covid-19 stop if there’s no immunity?,-,Quora,7-May-20
What is the lifespan of a COVID-19 antibody?,-,Quora,7-May-20
"How can I be happy, sane, and productive amid the covid-19 lockdown?",-,Quora,7-May-20
Is it safe to travel to Vietnam during Covid-19 pandemic?,-,Quora,7-May-20
Has anyone in the royal family contracted Covid-19 (coronavirus)?,-,Quora,7-May-20
How is Bangalore dealing with COVID-19?,-,Quora,7-May-20
How is COVID-19 affecting the Syrian Civil War?,-,Quora,7-May-20
Why is covid 19 not reduced in India?,-,Quora,7-May-20
How many people are affected by COVID 19 in the U.S.A.?,-,Quora,7-May-20
Would you consider getting a vaccine for COVID 19? Explain.,-,Quora,7-May-20
When will the DOW bottom out with the Covid-19?,-,Quora,7-May-20
How did the WHO fail in this covid-19 pandmic?,-,Quora,7-May-20
What's something you've enjoyed since Covid-19 quarantining?,-,Quora,7-May-20
Is India underreporting COVID-19 coronavirus cases?,-,Quora,7-May-20
Can someone contract the COVID-19 and not die?,-,Quora,7-May-20
How does the covid 19 virus cause death in the infected patient?,-,Quora,7-May-20
What do you think have been some of the unintended consequences of the COVID-19 pandemic?,-,Quora,7-May-20
"In light of the COVID-19 pandemic, is Trump more likely to be re-elected?",-,Quora,7-May-20
What's the pH of covid-19?,-,Quora,7-May-20
Why are the immunocompromised a target for COVID 19?,-,Quora,7-May-20
Is it true that O+ blood types are immune to the COVID-19?,-,Quora,7-May-20
Do masks help prevent the spread of COVID-19?,-,Quora,7-May-20
Is this doctor right about covid 19?,-,Quora,7-May-20
What made your day happy while in covid-19 lockdown?,-,Quora,7-May-20
What is the difference between quarantine and isolation as it pertains to COVID-19?,-,Quora,7-May-20
How can we stop global panic during the COVID-19 pandemic?,-,Quora,7-May-20
Are Covid-19 data models reliable?,-,Quora,7-May-20
How will covid 19 affect IT hiring in India?,-,Quora,7-May-20
"What if one day, COVID-19 disappears and ceases from existence?",-,Quora,7-May-20
How long is the American public willing to stay indoors due to COVID-19?,-,Quora,7-May-20
Why should you not take Advil during the COVID-19 pandemic?,-,Quora,7-May-20
Has anyone that recovered from COVID-19 (coronavirus) been reinfected?,-,Quora,7-May-20
Is Trump actually worried about COVID-19?,-,Quora,7-May-20
Will the NEET 2021 and 2022 be difficult due to covid-19?,-,Quora,7-May-20
Should PM Modi declare an emergency to prevent COVID-19?,-,Quora,7-May-20
Is the COVID-19 coronavirus being misrepresented by the media for political purposes?,-,Quora,7-May-20
Will COVID-19 be the end of Airbnb?,-,Quora,7-May-20
Will Modi impose a national emergency amid the COVID 19 situation?,-,Quora,7-May-20
What will be the effect of COVID-19 on CAT aspirants this year?,-,Quora,7-May-20
Is covid 19 currently mutating?,-,Quora,7-May-20
"With BREXIT and now COVID-19, how will the British economy holdup post COVID-19 and BREXIT?",-,Quora,7-May-20
Why did the COVID-19 affect such a greater share of the population of Italy than any other country?,-,Quora,7-May-20
How will global trade change due to Covid-19?,-,Quora,7-May-20
Are H-1B holders and their dependents eligible for COVID-19 stimulus checks?,-,Quora,7-May-20
Is COVID-19 leveling off in the United States?,-,Quora,7-May-20
How can China lower the spreading of Covid-19?,-,Quora,7-May-20
What will be permanently changed with the US after COVID?,-,Quora,7-May-20
What do you think of President Trump's decision not to wear a mask during the COVID-19 crisis? Why?,-,Quora,7-May-20
What has your hospital experience been like having Covid 19?,-,Quora,7-May-20
Is India lying about the COVID-19 cases and deaths?,-,Quora,7-May-20
"Will businesses have to deal with new Covid-19 regulations, new building permits, Covid engineers & architects & Covid inspectors. How about clients suing business owners for non-compliance of Covid-19. Is this going to be the ADA on steroids?",-,Quora,7-May-20
Why does COVID-19 have the US on lockdown?,-,Quora,7-May-20
Could covid-19 create world war-like conditions?,-,Quora,7-May-20
How is Covid-19 changing the world for better and for worse?,-,Quora,7-May-20
How can the power of artificial intelligence be utilized in fighting the Covid-19 coronavirus?,-,Quora,7-May-20
Is COVID-19 worse than we are being told?,-,Quora,7-May-20
"If covid 19 is non-living, how could it replicate?",-,Quora,7-May-20
Did COVID-19 cost Trump his second term?,-,Quora,7-May-20
What’s your biggest concern during the COVID-19 quarantine?,-,Quora,7-May-20
Will SBI PO 2020 exam be postponed due to COVID-19?,-,Quora,7-May-20
Why is quinine effective in curing CoVID-19?,-,Quora,7-May-20
Do you think victory over covid-19 is possible?,-,Quora,7-May-20
"What happened in Nizamuddin, Delhi which relates to COVID-19?",-,Quora,7-May-20
Is there a risk of a second wave of COVID-19 like the second wave of the Spanish Flu which killed more people compared to the first wave?,-,Quora,7-May-20
"Since COVID-19 came out, has it scared you?",-,Quora,7-May-20
How can you stop the spreading of COVID-19 by sitting at home?,-,Quora,7-May-20
What worries you the most in COVID situation?,-,Quora,7-May-20
"Is COVID-19 coronavirus more serious if you smoke, and do people who vape face the same or less risks?",-,Quora,7-May-20
Why is the USA the only nation protesting against COVID-19 practices?,-,Quora,7-May-20
How safe do you feel from the COVID-19?,-,Quora,7-May-20
What should I do if I had close contact with someone who has COVID-19?,-,Quora,7-May-20
"If the whole world stays in quarantine for 14 days, will the COVID-19 pandemic end?",-,Quora,7-May-20
Who are you living with under this Covid 19 lock down?,-,Quora,7-May-20
What is Donald Trump's secret to be immune from COVID-19?,-,Quora,7-May-20
What if COVID-19 evolves (mutates) into a stronger virus?,-,Quora,7-May-20
What lasting health impact will coronavirus have on those who recover from COVID-19?,-,Quora,7-May-20
Is it true that COVID-19 started in France and not in China?,-,Quora,7-May-20
Is Trump managing well on covid-19?,-,Quora,7-May-20
Why is the lockdown only extended for 2 weeks? Does this mean India is winning the battle of covid-19?,-,Quora,7-May-20
Will COVID-19 change US politics?,-,Quora,7-May-20
Why are churches closed due to COVID-19?,-,Quora,7-May-20
What are some specific new norms that we'll see after COVID-19?,-,Quora,7-May-20
Is it safe to have play rehearsals during CoVid?,-,Quora,7-May-20
How will the COVID-19 pandemic change China’s relationship with the West?,-,Quora,7-May-20
Has the link between blood group and the severity of COVID-19 effects been confirmed? If so have any studies been done on the Rhesus factor in the same way?,-,Quora,7-May-20
Will COVID-19 lead to the demand for democracy in China?,-,Quora,7-May-20
Where can I buy toilet paper considering most stores are sold out due to covid 19?,-,Quora,7-May-20
How do you optimise your digital marketing during COVID-19?,-,Quora,7-May-20
