Category,Question ID,Question,Source,Answers
Prevention - Use of Facemask,79,should i wear a mask to protect myself,Washington DC Area Television Station,"cdc recommends wearing cloth face coverings in public settings where other social distancing measures are difficult to maintain (for example, grocery stores and pharmacies) especially in areas of significant community based transmission., cover your mouth and nose with a cloth face cover when around others., in order to avoid infecting others, you should use a mask for as long as you are still coughing or sneezing. you should only stop after a complete recovery (which means 24 48 hours after having no symptoms without medication). , according to the who, for individuals without respiratory symptoms, a medical mask is not required, as no evidence is available on its usefulness to protect non sick persons., a cdc recommends wearing cloth face coverings in public when other social distancing measures are difficult to maintain (e.g., grocery stores and pharmacies) especially in areas of significant community based transmission of the covid. ,  no. surgical masks and n95s need to be reserved for use by health care workers, first responders, and other frontline workers whose jobs put them at much greater risk of acquiring covid. , the cdc recommends wearing cloth face coverings in public settings where other social distancing measures are diffcult to maintain., cdc recommends that everyone 2 years and older wear a cloth face covering that covers their nose and mouth when they are out in the community., cdc recommends that people wear a cloth face covering to cover their nose and mouth in the community setting., people with no respiratory symptoms, such as cough, do not need to wear a medical mask. who recommends the use of masks for people who have symptoms of covid and for those caring for individuals who have symptoms, such as cough and fever."
Prevention - Use of Facemask,79,can wearing a face mask prevent covid,Quora,"cdc recommends wearing cloth face coverings in public settings where other social distancing measures are difficult to maintain (for example, grocery stores and pharmacies) especially in areas of significant community based transmission., cover your mouth and nose with a cloth face cover when around others., in order to avoid infecting others, you should use a mask for as long as you are still coughing or sneezing. you should only stop after a complete recovery (which means 24 48 hours after having no symptoms without medication). , according to the who, for individuals without respiratory symptoms, a medical mask is not required, as no evidence is available on its usefulness to protect non sick persons., a cdc recommends wearing cloth face coverings in public when other social distancing measures are difficult to maintain (e.g., grocery stores and pharmacies) especially in areas of significant community based transmission of the covid. ,  no. surgical masks and n95s need to be reserved for use by health care workers, first responders, and other frontline workers whose jobs put them at much greater risk of acquiring covid. , the cdc recommends wearing cloth face coverings in public settings where other social distancing measures are diffcult to maintain., cdc recommends that everyone 2 years and older wear a cloth face covering that covers their nose and mouth when they are out in the community., cdc recommends that people wear a cloth face covering to cover their nose and mouth in the community setting., people with no respiratory symptoms, such as cough, do not need to wear a medical mask. who recommends the use of masks for people who have symptoms of covid and for those caring for individuals who have symptoms, such as cough and fever."
Prevention - Use of Facemask,79,do masks help prevent the spread of covid,Quora,"cdc recommends wearing cloth face coverings in public settings where other social distancing measures are difficult to maintain (for example, grocery stores and pharmacies) especially in areas of significant community based transmission., cover your mouth and nose with a cloth face cover when around others., in order to avoid infecting others, you should use a mask for as long as you are still coughing or sneezing. you should only stop after a complete recovery (which means 24 48 hours after having no symptoms without medication). , according to the who, for individuals without respiratory symptoms, a medical mask is not required, as no evidence is available on its usefulness to protect non sick persons., a cdc recommends wearing cloth face coverings in public when other social distancing measures are difficult to maintain (e.g., grocery stores and pharmacies) especially in areas of significant community based transmission of the covid. ,  no. surgical masks and n95s need to be reserved for use by health care workers, first responders, and other frontline workers whose jobs put them at much greater risk of acquiring covid. , the cdc recommends wearing cloth face coverings in public settings where other social distancing measures are diffcult to maintain., cdc recommends that everyone 2 years and older wear a cloth face covering that covers their nose and mouth when they are out in the community., cdc recommends that people wear a cloth face covering to cover their nose and mouth in the community setting., people with no respiratory symptoms, such as cough, do not need to wear a medical mask. who recommends the use of masks for people who have symptoms of covid and for those caring for individuals who have symptoms, such as cough and fever."
Prevention - General,97,what can i do to protect myself and prevent the spread of disease,Washington DC Area Television Station,"the best way to prevent illness is to avoid being exposed to the virus. , stay at least 6 feet away from others, and wash your hands often. , regularly and thoroughly clean your hands with an alcohol based hand rub or wash them with soap and water. maintain at least 3 feet distance between yourself and anyone who is coughing or sneezing."
Prevention - General,97,how can i prevent covid,Food and Drug Administration,"the best way to prevent illness is to avoid being exposed to the virus. , stay at least 6 feet away from others, and wash your hands often. , regularly and thoroughly clean your hands with an alcohol based hand rub or wash them with soap and water. maintain at least 3 feet distance between yourself and anyone who is coughing or sneezing."
Prevention - General,97,whats the best way to prevent covid,Cable News Network,"the best way to prevent illness is to avoid being exposed to the virus. , stay at least 6 feet away from others, and wash your hands often. , regularly and thoroughly clean your hands with an alcohol based hand rub or wash them with soap and water. maintain at least 3 feet distance between yourself and anyone who is coughing or sneezing."
Prevention - General,97,how can i make sure to not get affected with the novel covid virus,Quora,"the best way to prevent illness is to avoid being exposed to the virus. , stay at least 6 feet away from others, and wash your hands often. , regularly and thoroughly clean your hands with an alcohol based hand rub or wash them with soap and water. maintain at least 3 feet distance between yourself and anyone who is coughing or sneezing."
Prevention - General,97,how do i keep safe from covid,Quora,"the best way to prevent illness is to avoid being exposed to the virus. , stay at least 6 feet away from others, and wash your hands often. , regularly and thoroughly clean your hands with an alcohol based hand rub or wash them with soap and water. maintain at least 3 feet distance between yourself and anyone who is coughing or sneezing."
Prevention - General,97,how do i stop covid,Quora,"the best way to prevent illness is to avoid being exposed to the virus. , stay at least 6 feet away from others, and wash your hands often. , regularly and thoroughly clean your hands with an alcohol based hand rub or wash them with soap and water. maintain at least 3 feet distance between yourself and anyone who is coughing or sneezing."
Prevention - General,97,how can we take precaution to stop covid,Quora,"the best way to prevent illness is to avoid being exposed to the virus. , stay at least 6 feet away from others, and wash your hands often. , regularly and thoroughly clean your hands with an alcohol based hand rub or wash them with soap and water. maintain at least 3 feet distance between yourself and anyone who is coughing or sneezing."
Prevention - General,97,how do we protect ourselves,Quora,"the best way to prevent illness is to avoid being exposed to the virus. , stay at least 6 feet away from others, and wash your hands often. , regularly and thoroughly clean your hands with an alcohol based hand rub or wash them with soap and water. maintain at least 3 feet distance between yourself and anyone who is coughing or sneezing."
Prevention - General,97,how are you avoiding gaining the covid,Quora,"the best way to prevent illness is to avoid being exposed to the virus. , stay at least 6 feet away from others, and wash your hands often. , regularly and thoroughly clean your hands with an alcohol based hand rub or wash them with soap and water. maintain at least 3 feet distance between yourself and anyone who is coughing or sneezing."
Prevention - General,97,what advice should we follow against covid,Quora,"the best way to prevent illness is to avoid being exposed to the virus. , stay at least 6 feet away from others, and wash your hands often. , regularly and thoroughly clean your hands with an alcohol based hand rub or wash them with soap and water. maintain at least 3 feet distance between yourself and anyone who is coughing or sneezing."
Prevention - General,97,is there a way to not get covid,Author Generated,"the best way to prevent illness is to avoid being exposed to the virus. , stay at least 6 feet away from others, and wash your hands often. , regularly and thoroughly clean your hands with an alcohol based hand rub or wash them with soap and water. maintain at least 3 feet distance between yourself and anyone who is coughing or sneezing."
Prevention - General,97,how is covid prevented,Author Generated,"the best way to prevent illness is to avoid being exposed to the virus. , stay at least 6 feet away from others, and wash your hands often. , regularly and thoroughly clean your hands with an alcohol based hand rub or wash them with soap and water. maintain at least 3 feet distance between yourself and anyone who is coughing or sneezing."
Prevention - Alternative Disinfection,99,what alternatives do i have if there are no hand sanitizers available,United Nations,"if hand sanitizers are not available, hand washing with soap and water is the recommended, and even better, alternative. , handwashing is one of the best ways to protect yourself and your family from getting sick. if soap and water are not readily available, use an alcohol based hand sanitizer with at least 60% alcohol., the efficacy of these disinfection methods against the virus that causes covid is not known., if surfaces are dirty, clean them using detergent or soap and water prior to disinfection. to disinfect, most common epa registered household disinfectants will work. see "
Prevention - Alternative Disinfection,99,should i use soap and water or a hand sanitizer to protect against covid,Center for Disease Control,"if hand sanitizers are not available, hand washing with soap and water is the recommended, and even better, alternative. , handwashing is one of the best ways to protect yourself and your family from getting sick. if soap and water are not readily available, use an alcohol based hand sanitizer with at least 60% alcohol., the efficacy of these disinfection methods against the virus that causes covid is not known., if surfaces are dirty, clean them using detergent or soap and water prior to disinfection. to disinfect, most common epa registered household disinfectants will work. see "
Prevention - Alternative Disinfection,99,how effective are alternative disinfection methods,Center for Disease Control,"if hand sanitizers are not available, hand washing with soap and water is the recommended, and even better, alternative. , handwashing is one of the best ways to protect yourself and your family from getting sick. if soap and water are not readily available, use an alcohol based hand sanitizer with at least 60% alcohol., the efficacy of these disinfection methods against the virus that causes covid is not known., if surfaces are dirty, clean them using detergent or soap and water prior to disinfection. to disinfect, most common epa registered household disinfectants will work. see "
Prevention - Alternative Disinfection,99,what cleaning products should i use to protect against covid,Center for Disease Control,"if hand sanitizers are not available, hand washing with soap and water is the recommended, and even better, alternative. , handwashing is one of the best ways to protect yourself and your family from getting sick. if soap and water are not readily available, use an alcohol based hand sanitizer with at least 60% alcohol., the efficacy of these disinfection methods against the virus that causes covid is not known., if surfaces are dirty, clean them using detergent or soap and water prior to disinfection. to disinfect, most common epa registered household disinfectants will work. see "
Prevention - Alternative Disinfection,99,does alcohol kill covid,Quora,"if hand sanitizers are not available, hand washing with soap and water is the recommended, and even better, alternative. , handwashing is one of the best ways to protect yourself and your family from getting sick. if soap and water are not readily available, use an alcohol based hand sanitizer with at least 60% alcohol., the efficacy of these disinfection methods against the virus that causes covid is not known., if surfaces are dirty, clean them using detergent or soap and water prior to disinfection. to disinfect, most common epa registered household disinfectants will work. see "
Prevention - Alternative Disinfection,99,can i kill covid without hand sanitizer,Author Generated,"if hand sanitizers are not available, hand washing with soap and water is the recommended, and even better, alternative. , handwashing is one of the best ways to protect yourself and your family from getting sick. if soap and water are not readily available, use an alcohol based hand sanitizer with at least 60% alcohol., the efficacy of these disinfection methods against the virus that causes covid is not known., if surfaces are dirty, clean them using detergent or soap and water prior to disinfection. to disinfect, most common epa registered household disinfectants will work. see "
Prevention - Alternative Disinfection,99,is it possible to disinfect surfaces with alternative disinfection methods,Author Generated,"if hand sanitizers are not available, hand washing with soap and water is the recommended, and even better, alternative. , handwashing is one of the best ways to protect yourself and your family from getting sick. if soap and water are not readily available, use an alcohol based hand sanitizer with at least 60% alcohol., the efficacy of these disinfection methods against the virus that causes covid is not known., if surfaces are dirty, clean them using detergent or soap and water prior to disinfection. to disinfect, most common epa registered household disinfectants will work. see "
Prevention - Alternative Disinfection,99,is there a way to kill covid without hand sanitizer,Author Generated,"if hand sanitizers are not available, hand washing with soap and water is the recommended, and even better, alternative. , handwashing is one of the best ways to protect yourself and your family from getting sick. if soap and water are not readily available, use an alcohol based hand sanitizer with at least 60% alcohol., the efficacy of these disinfection methods against the virus that causes covid is not known., if surfaces are dirty, clean them using detergent or soap and water prior to disinfection. to disinfect, most common epa registered household disinfectants will work. see "
Prevention - Alternative Disinfection,99,how do i disinfect if i dont have hand sanitizer,Author Generated,"if hand sanitizers are not available, hand washing with soap and water is the recommended, and even better, alternative. , handwashing is one of the best ways to protect yourself and your family from getting sick. if soap and water are not readily available, use an alcohol based hand sanitizer with at least 60% alcohol., the efficacy of these disinfection methods against the virus that causes covid is not known., if surfaces are dirty, clean them using detergent or soap and water prior to disinfection. to disinfect, most common epa registered household disinfectants will work. see "
Prevention - Alternative Disinfection,99,other than hand sanitizer how can i protect myself from covid,Author Generated,"if hand sanitizers are not available, hand washing with soap and water is the recommended, and even better, alternative. , handwashing is one of the best ways to protect yourself and your family from getting sick. if soap and water are not readily available, use an alcohol based hand sanitizer with at least 60% alcohol., the efficacy of these disinfection methods against the virus that causes covid is not known., if surfaces are dirty, clean them using detergent or soap and water prior to disinfection. to disinfect, most common epa registered household disinfectants will work. see "
Prevention - Alternative Disinfection,99,will alternative disinfection work against covid,Author Generated,"if hand sanitizers are not available, hand washing with soap and water is the recommended, and even better, alternative. , handwashing is one of the best ways to protect yourself and your family from getting sick. if soap and water are not readily available, use an alcohol based hand sanitizer with at least 60% alcohol., the efficacy of these disinfection methods against the virus that causes covid is not known., if surfaces are dirty, clean them using detergent or soap and water prior to disinfection. to disinfect, most common epa registered household disinfectants will work. see "
Prevention - Alternative Disinfection,99,are there ways other than hand sanitizer and soap to kill covid,Author Generated,"if hand sanitizers are not available, hand washing with soap and water is the recommended, and even better, alternative. , handwashing is one of the best ways to protect yourself and your family from getting sick. if soap and water are not readily available, use an alcohol based hand sanitizer with at least 60% alcohol., the efficacy of these disinfection methods against the virus that causes covid is not known., if surfaces are dirty, clean them using detergent or soap and water prior to disinfection. to disinfect, most common epa registered household disinfectants will work. see "
Treatment - Chloroquine,116,are there data showing that chloroquine phosphate or hydroxychloroquine sulfate might benefit patients with covid,Food and Drug Administration,"in the lab, these drugs have been shown to prevent the growth of the virus that causes covid. there are a few reports of patients with covid who received these drugs and improved. some are reports of groups of patients, all of whom received the drug. it is not known whether it was the drug that led to the improvement or whether there were other factors involved. , chloroquine phosphate is only approved for the treatment of malaria, and hydroxychloroquine sulfate is only approved for the treatment of malaria, lupus, and rheumatoid arthritis. , no. hydroxychloroquine sulfate and some versions of chloroquine phosphate are fda approved to treat malaria. , since acidification is crucial for endosome maturation and function, we surmise that endosome maturation might be blocked at intermediate stages of endocytosis,, compare the antiviral activity of cq versus hcq, the dose response curves,  hcq is a safe and successful anti inflammatory agent"
Treatment - Chloroquine,116,may health care providers prescribe chloroquine phosphate or hydroxychloroquine sulfate off label to treat patients with covid,Food and Drug Administration,"in the lab, these drugs have been shown to prevent the growth of the virus that causes covid. there are a few reports of patients with covid who received these drugs and improved. some are reports of groups of patients, all of whom received the drug. it is not known whether it was the drug that led to the improvement or whether there were other factors involved. , chloroquine phosphate is only approved for the treatment of malaria, and hydroxychloroquine sulfate is only approved for the treatment of malaria, lupus, and rheumatoid arthritis. , no. hydroxychloroquine sulfate and some versions of chloroquine phosphate are fda approved to treat malaria. , since acidification is crucial for endosome maturation and function, we surmise that endosome maturation might be blocked at intermediate stages of endocytosis,, compare the antiviral activity of cq versus hcq, the dose response curves,  hcq is a safe and successful anti inflammatory agent"
Treatment - Chloroquine,116,are chloroquine phosphate or hydroxychloroquine sulfate approved by the fda to treat covid,Food and Drug Administration,"in the lab, these drugs have been shown to prevent the growth of the virus that causes covid. there are a few reports of patients with covid who received these drugs and improved. some are reports of groups of patients, all of whom received the drug. it is not known whether it was the drug that led to the improvement or whether there were other factors involved. , chloroquine phosphate is only approved for the treatment of malaria, and hydroxychloroquine sulfate is only approved for the treatment of malaria, lupus, and rheumatoid arthritis. , no. hydroxychloroquine sulfate and some versions of chloroquine phosphate are fda approved to treat malaria. , since acidification is crucial for endosome maturation and function, we surmise that endosome maturation might be blocked at intermediate stages of endocytosis,, compare the antiviral activity of cq versus hcq, the dose response curves,  hcq is a safe and successful anti inflammatory agent"
Treatment - Chloroquine,116,what is the effect of chloroquine(cq) and hydroxychloroquine(hcq) on endosomal maturation and endocytosis in covid treatment,GitHub.com/deepset-ai/COVID-QA,"in the lab, these drugs have been shown to prevent the growth of the virus that causes covid. there are a few reports of patients with covid who received these drugs and improved. some are reports of groups of patients, all of whom received the drug. it is not known whether it was the drug that led to the improvement or whether there were other factors involved. , chloroquine phosphate is only approved for the treatment of malaria, and hydroxychloroquine sulfate is only approved for the treatment of malaria, lupus, and rheumatoid arthritis. , no. hydroxychloroquine sulfate and some versions of chloroquine phosphate are fda approved to treat malaria. , since acidification is crucial for endosome maturation and function, we surmise that endosome maturation might be blocked at intermediate stages of endocytosis,, compare the antiviral activity of cq versus hcq, the dose response curves,  hcq is a safe and successful anti inflammatory agent"
Treatment - Chloroquine,116,in vitro comparison of antiviral activity of chloroquine(cq) and hydroxychloroquine(hcq) against covid,GitHub.com/deepset-ai/COVID-QA,"in the lab, these drugs have been shown to prevent the growth of the virus that causes covid. there are a few reports of patients with covid who received these drugs and improved. some are reports of groups of patients, all of whom received the drug. it is not known whether it was the drug that led to the improvement or whether there were other factors involved. , chloroquine phosphate is only approved for the treatment of malaria, and hydroxychloroquine sulfate is only approved for the treatment of malaria, lupus, and rheumatoid arthritis. , no. hydroxychloroquine sulfate and some versions of chloroquine phosphate are fda approved to treat malaria. , since acidification is crucial for endosome maturation and function, we surmise that endosome maturation might be blocked at intermediate stages of endocytosis,, compare the antiviral activity of cq versus hcq, the dose response curves,  hcq is a safe and successful anti inflammatory agent"
Treatment - Chloroquine,116,evidence of hydroxychloroquine(hcq) being anti inflammatory in covid critically ill patients with elevated plasma cytokines,GitHub.com/deepset-ai/COVID-QA,"in the lab, these drugs have been shown to prevent the growth of the virus that causes covid. there are a few reports of patients with covid who received these drugs and improved. some are reports of groups of patients, all of whom received the drug. it is not known whether it was the drug that led to the improvement or whether there were other factors involved. , chloroquine phosphate is only approved for the treatment of malaria, and hydroxychloroquine sulfate is only approved for the treatment of malaria, lupus, and rheumatoid arthritis. , no. hydroxychloroquine sulfate and some versions of chloroquine phosphate are fda approved to treat malaria. , since acidification is crucial for endosome maturation and function, we surmise that endosome maturation might be blocked at intermediate stages of endocytosis,, compare the antiviral activity of cq versus hcq, the dose response curves,  hcq is a safe and successful anti inflammatory agent"
Treatment - Chloroquine,116,who do you believe about using hydroxychloroquine to treat covid,Yahoo Answers,"in the lab, these drugs have been shown to prevent the growth of the virus that causes covid. there are a few reports of patients with covid who received these drugs and improved. some are reports of groups of patients, all of whom received the drug. it is not known whether it was the drug that led to the improvement or whether there were other factors involved. , chloroquine phosphate is only approved for the treatment of malaria, and hydroxychloroquine sulfate is only approved for the treatment of malaria, lupus, and rheumatoid arthritis. , no. hydroxychloroquine sulfate and some versions of chloroquine phosphate are fda approved to treat malaria. , since acidification is crucial for endosome maturation and function, we surmise that endosome maturation might be blocked at intermediate stages of endocytosis,, compare the antiviral activity of cq versus hcq, the dose response curves,  hcq is a safe and successful anti inflammatory agent"
Treatment - Chloroquine,116,has chloroquine been found to be effective against covid,Quora,"in the lab, these drugs have been shown to prevent the growth of the virus that causes covid. there are a few reports of patients with covid who received these drugs and improved. some are reports of groups of patients, all of whom received the drug. it is not known whether it was the drug that led to the improvement or whether there were other factors involved. , chloroquine phosphate is only approved for the treatment of malaria, and hydroxychloroquine sulfate is only approved for the treatment of malaria, lupus, and rheumatoid arthritis. , no. hydroxychloroquine sulfate and some versions of chloroquine phosphate are fda approved to treat malaria. , since acidification is crucial for endosome maturation and function, we surmise that endosome maturation might be blocked at intermediate stages of endocytosis,, compare the antiviral activity of cq versus hcq, the dose response curves,  hcq is a safe and successful anti inflammatory agent"
Treatment - Chloroquine,116,what is hydroxylchloroquine and is it effective in the treatment of covid,Quora,"in the lab, these drugs have been shown to prevent the growth of the virus that causes covid. there are a few reports of patients with covid who received these drugs and improved. some are reports of groups of patients, all of whom received the drug. it is not known whether it was the drug that led to the improvement or whether there were other factors involved. , chloroquine phosphate is only approved for the treatment of malaria, and hydroxychloroquine sulfate is only approved for the treatment of malaria, lupus, and rheumatoid arthritis. , no. hydroxychloroquine sulfate and some versions of chloroquine phosphate are fda approved to treat malaria. , since acidification is crucial for endosome maturation and function, we surmise that endosome maturation might be blocked at intermediate stages of endocytosis,, compare the antiviral activity of cq versus hcq, the dose response curves,  hcq is a safe and successful anti inflammatory agent"
Treatment - Chloroquine,116,what is trumps motivation for promoting hydroxychloroquine as a covid treatment,Quora,"in the lab, these drugs have been shown to prevent the growth of the virus that causes covid. there are a few reports of patients with covid who received these drugs and improved. some are reports of groups of patients, all of whom received the drug. it is not known whether it was the drug that led to the improvement or whether there were other factors involved. , chloroquine phosphate is only approved for the treatment of malaria, and hydroxychloroquine sulfate is only approved for the treatment of malaria, lupus, and rheumatoid arthritis. , no. hydroxychloroquine sulfate and some versions of chloroquine phosphate are fda approved to treat malaria. , since acidification is crucial for endosome maturation and function, we surmise that endosome maturation might be blocked at intermediate stages of endocytosis,, compare the antiviral activity of cq versus hcq, the dose response curves,  hcq is a safe and successful anti inflammatory agent"
Treatment - Chloroquine,116,are hydroxychloroquine and azithromycin the best treatment protocol for covid,Quora,"in the lab, these drugs have been shown to prevent the growth of the virus that causes covid. there are a few reports of patients with covid who received these drugs and improved. some are reports of groups of patients, all of whom received the drug. it is not known whether it was the drug that led to the improvement or whether there were other factors involved. , chloroquine phosphate is only approved for the treatment of malaria, and hydroxychloroquine sulfate is only approved for the treatment of malaria, lupus, and rheumatoid arthritis. , no. hydroxychloroquine sulfate and some versions of chloroquine phosphate are fda approved to treat malaria. , since acidification is crucial for endosome maturation and function, we surmise that endosome maturation might be blocked at intermediate stages of endocytosis,, compare the antiviral activity of cq versus hcq, the dose response curves,  hcq is a safe and successful anti inflammatory agent"
Treatment - Chloroquine,116,do chloroquine and azithromycin really work to handle severe cases of covid,Quora,"in the lab, these drugs have been shown to prevent the growth of the virus that causes covid. there are a few reports of patients with covid who received these drugs and improved. some are reports of groups of patients, all of whom received the drug. it is not known whether it was the drug that led to the improvement or whether there were other factors involved. , chloroquine phosphate is only approved for the treatment of malaria, and hydroxychloroquine sulfate is only approved for the treatment of malaria, lupus, and rheumatoid arthritis. , no. hydroxychloroquine sulfate and some versions of chloroquine phosphate are fda approved to treat malaria. , since acidification is crucial for endosome maturation and function, we surmise that endosome maturation might be blocked at intermediate stages of endocytosis,, compare the antiviral activity of cq versus hcq, the dose response curves,  hcq is a safe and successful anti inflammatory agent"
Other - Mutation,7,has covid mutated,Yahoo Search,
Other - Mutation,7,does covid mutate,Google Search,
Other - Mutation,7,is covid mutating,Yahoo Search,
Other - Mutation,7,did covid mutate,Yahoo Search,
Other - Mutation,7,will covid mutate,Google Search,
Other - Mutation,7,can covid mutate,Quora,
Other - Mutation,7,will covid mutate,Yahoo Search,
Other - Mutation,7,had covid mutated,Bing Search,
Other - Mutation,7,how likely is the covid virus to mutate and when,Quora,
Other - Mutation,7,is covid currently mutating,Quora,
Other - Mutation,7,what is the rate of mutation in the covid,Quora,
Origin - Source Animal,11,did covid come from bats,Yahoo Search,bats
Origin - Source Animal,11,did covid start with bats,Google Search,bats
Origin - Source Animal,11,did covid come from snakes,Google Search,bats
Origin - Source Animal,11,did covid come from a bat,Yahoo Search,bats
Origin - Source Animal,11,did covid come from animals,Yahoo Search,bats
Origin - Source Animal,11,did covid start with bats,Google Search,bats
Origin - Source Animal,11,did covid come from eating bats,Google Search,bats
Origin - Source Animal,11,in what species did the covid virus likely originate,GitHub.com/deepset-ai/COVID-QA,bats
Origin - Source Animal,11,did covid come from pangolin,Yahoo Search,bats
Origin - Source Animal,11,did covid start with a bat,Yahoo Search,bats
Origin - Source Animal,11,what is the true origin of the covid virus and is the wuhan bat snacking hypothesis credible,Quora,bats
Testing - Methodology,26,how covid test is done,Google Search," there are many tests being used to diagnose covid that the u.s. food & drug administration (fda) has authorized for use during the current emergency. all of these diagnostic tests identify the virus in samples from the respiratory system, such as from nasal or nasopharyngeal swabs, all of these diagnostic tests identify the virus in samples from the respiratory system, such as from nasal or nasopharyngeal swabs. , rrt pcr test,  reverse transcription polymerase chain reaction, the 2109 ncov rna was readily detected in the blood (6 of 57 patients) and the anal swabs (11 of 28 patients). "
Testing - Methodology,26,how covid test is done,Google Search," there are many tests being used to diagnose covid that the u.s. food & drug administration (fda) has authorized for use during the current emergency. all of these diagnostic tests identify the virus in samples from the respiratory system, such as from nasal or nasopharyngeal swabs, all of these diagnostic tests identify the virus in samples from the respiratory system, such as from nasal or nasopharyngeal swabs. , rrt pcr test,  reverse transcription polymerase chain reaction, the 2109 ncov rna was readily detected in the blood (6 of 57 patients) and the anal swabs (11 of 28 patients). "
Testing - Methodology,26,how covid is tested,Google Search," there are many tests being used to diagnose covid that the u.s. food & drug administration (fda) has authorized for use during the current emergency. all of these diagnostic tests identify the virus in samples from the respiratory system, such as from nasal or nasopharyngeal swabs, all of these diagnostic tests identify the virus in samples from the respiratory system, such as from nasal or nasopharyngeal swabs. , rrt pcr test,  reverse transcription polymerase chain reaction, the 2109 ncov rna was readily detected in the blood (6 of 57 patients) and the anal swabs (11 of 28 patients). "
Testing - Methodology,26,how is covid diagnosed,Illinois Department of Public Health," there are many tests being used to diagnose covid that the u.s. food & drug administration (fda) has authorized for use during the current emergency. all of these diagnostic tests identify the virus in samples from the respiratory system, such as from nasal or nasopharyngeal swabs, all of these diagnostic tests identify the virus in samples from the respiratory system, such as from nasal or nasopharyngeal swabs. , rrt pcr test,  reverse transcription polymerase chain reaction, the 2109 ncov rna was readily detected in the blood (6 of 57 patients) and the anal swabs (11 of 28 patients). "
Testing - Methodology,26,what kind of test is being used to diagnose if i have covid,Center for Disease Control," there are many tests being used to diagnose covid that the u.s. food & drug administration (fda) has authorized for use during the current emergency. all of these diagnostic tests identify the virus in samples from the respiratory system, such as from nasal or nasopharyngeal swabs, all of these diagnostic tests identify the virus in samples from the respiratory system, such as from nasal or nasopharyngeal swabs. , rrt pcr test,  reverse transcription polymerase chain reaction, the 2109 ncov rna was readily detected in the blood (6 of 57 patients) and the anal swabs (11 of 28 patients). "
Testing - Methodology,26,what kind of test can diagnose covid,GitHub.com/deepset-ai/COVID-QA," there are many tests being used to diagnose covid that the u.s. food & drug administration (fda) has authorized for use during the current emergency. all of these diagnostic tests identify the virus in samples from the respiratory system, such as from nasal or nasopharyngeal swabs, all of these diagnostic tests identify the virus in samples from the respiratory system, such as from nasal or nasopharyngeal swabs. , rrt pcr test,  reverse transcription polymerase chain reaction, the 2109 ncov rna was readily detected in the blood (6 of 57 patients) and the anal swabs (11 of 28 patients). "
Testing - Methodology,26,what type of test was initially developed to screen for covid,GitHub.com/deepset-ai/COVID-QA," there are many tests being used to diagnose covid that the u.s. food & drug administration (fda) has authorized for use during the current emergency. all of these diagnostic tests identify the virus in samples from the respiratory system, such as from nasal or nasopharyngeal swabs, all of these diagnostic tests identify the virus in samples from the respiratory system, such as from nasal or nasopharyngeal swabs. , rrt pcr test,  reverse transcription polymerase chain reaction, the 2109 ncov rna was readily detected in the blood (6 of 57 patients) and the anal swabs (11 of 28 patients). "
Testing - Methodology,26,in addition to oral swabs which tests detected the presence of covid virus,GitHub.com/deepset-ai/COVID-QA," there are many tests being used to diagnose covid that the u.s. food & drug administration (fda) has authorized for use during the current emergency. all of these diagnostic tests identify the virus in samples from the respiratory system, such as from nasal or nasopharyngeal swabs, all of these diagnostic tests identify the virus in samples from the respiratory system, such as from nasal or nasopharyngeal swabs. , rrt pcr test,  reverse transcription polymerase chain reaction, the 2109 ncov rna was readily detected in the blood (6 of 57 patients) and the anal swabs (11 of 28 patients). "
Testing - Methodology,26,how do testing kits for covid detect the virus,Quora," there are many tests being used to diagnose covid that the u.s. food & drug administration (fda) has authorized for use during the current emergency. all of these diagnostic tests identify the virus in samples from the respiratory system, such as from nasal or nasopharyngeal swabs, all of these diagnostic tests identify the virus in samples from the respiratory system, such as from nasal or nasopharyngeal swabs. , rrt pcr test,  reverse transcription polymerase chain reaction, the 2109 ncov rna was readily detected in the blood (6 of 57 patients) and the anal swabs (11 of 28 patients). "
Testing - Methodology,26,are blood tests useful to diagnose covid,Quora," there are many tests being used to diagnose covid that the u.s. food & drug administration (fda) has authorized for use during the current emergency. all of these diagnostic tests identify the virus in samples from the respiratory system, such as from nasal or nasopharyngeal swabs, all of these diagnostic tests identify the virus in samples from the respiratory system, such as from nasal or nasopharyngeal swabs. , rrt pcr test,  reverse transcription polymerase chain reaction, the 2109 ncov rna was readily detected in the blood (6 of 57 patients) and the anal swabs (11 of 28 patients). "
Testing - Methodology,26,how is covid tested,Quora," there are many tests being used to diagnose covid that the u.s. food & drug administration (fda) has authorized for use during the current emergency. all of these diagnostic tests identify the virus in samples from the respiratory system, such as from nasal or nasopharyngeal swabs, all of these diagnostic tests identify the virus in samples from the respiratory system, such as from nasal or nasopharyngeal swabs. , rrt pcr test,  reverse transcription polymerase chain reaction, the 2109 ncov rna was readily detected in the blood (6 of 57 patients) and the anal swabs (11 of 28 patients). "
Comparison - Worse than Flu,29,why covid is worse than the flu,Yahoo Search,"yes. research indicates a person with the flu infects about 1.28 other people, on average. but with the novel covid, its likely between 2 and 3 other people., the number of americans killed from covid and those who have died from the flu this season are now comparable. but deaths from covid are happening at a much faster rate. "
